Id,CustomerId,Dauer,Transaktionsvolumen,Vertriebsweg,Reklamation,Kreditrating,Geschlecht,Alter,Versicherungstyp,Versicherungssumme,Gehalt,Wechsel
9796,15794236,lang,mittel,digital,nicht vorgefallen,642,Male,22.0,10,11181252,18304546,kein Wechsel
41,15738148,kurz,gering,analog,vorgefallen,465,Female,51.0,8,12252232,18129765,Wechsel
113,15591100,durchschnittlich,gering,analog,nicht vorgefallen,675,Male,36.0,9,10619055,2299432,kein Wechsel
1139,15569247,durchschnittlich,gering,analog,nicht vorgefallen,727,Female,57.0,1,10967972,75337,kein Wechsel
1340,15645511,durchschnittlich,gering,digital,nicht vorgefallen,727,Male,43.0,2,9740318,10741502,Wechsel
8737,15780498,kurz,gering,digital,nicht vorgefallen,634,Male,34.0,3,14503092,4182065,kein Wechsel
9589,15669611,kurz,gering,digital,nicht vorgefallen,632,Male,71.0,3,8311668,2759776,kein Wechsel
4628,15788151,durchschnittlich,mittel,digital,nicht vorgefallen,650,Male,32.0,1,13218773,17833136,kein Wechsel
6188,15609558,lang,mittel,digital,nicht vorgefallen,835,Female,47.0,5,10828928,4585955,Wechsel
5442,15660417,lang,gering,analog,vorgefallen,613,Female,43.0,10,12048169,9487503,Wechsel
8056,15736078,lang,gering,digital,vorgefallen,730,Female,33.0,7,13036787,151421,Wechsel
2462,15704442,kurz,sehr hoch,digital,nicht vorgefallen,672,Female,53.0,9,16940633,14731147,Wechsel
4314,15582276,kurz,gering,analog,nicht vorgefallen,638,Male,34.0,5,13350136,15564304,kein Wechsel
888,15702968,lang,gering,digital,nicht vorgefallen,733,Male,74.0,3,10654553,13458958,kein Wechsel
7731,15629273,lang,gering,digital,vorgefallen,638,Male,42.0,8,14517784,19347174,Wechsel
1570,15607133,durchschnittlich,mittel,digital,nicht vorgefallen,717,Female,49.0,1,11086438,1245329,Wechsel
8137,15603096,kurz,gering,analog,vorgefallen,410,Male,33.0,6,12578969,6633356,Wechsel
8208,15636551,kurz,mittel,digital,vorgefallen,711,Female,29.0,3,13018147,3181144,kein Wechsel
6481,15664752,lang,mittel,digital,vorgefallen,606,Male,39.0,8,13600045,3170853,kein Wechsel
8884,15749583,lang,hoch,analog,vorgefallen,686,Female,38.0,2,9356986,1013734,Wechsel
1487,15716491,durchschnittlich,gering,analog,nicht vorgefallen,710,Female,51.0,4,9365695,14140051,Wechsel
8832,15765345,kurz,mittel,digital,nicht vorgefallen,753,Male,35.0,4,0,1063034,kein Wechsel
677,15715142,lang,gering,analog,nicht vorgefallen,739,Male,45.0,7,10270362,14780294,Wechsel
6347,15754820,lang,mittel,digital,nicht vorgefallen,637,Male,35.0,8,14712781,847607,kein Wechsel
5776,15793478,lang,gering,digital,vorgefallen,593,Female,39.0,8,15139168,272746,kein Wechsel
3248,15800515,kurz,gering,digital,vorgefallen,516,Male,35.0,5,12865359,12755826,kein Wechsel
6566,15709523,lang,mittel,digital,nicht vorgefallen,525,Female,30.0,0,15798921,10068767,kein Wechsel
6221,15603554,kurz,hoch,digital,vorgefallen,513,Female,45.0,0,16464952,4991552,Wechsel
4577,15703979,lang,gering,digital,vorgefallen,580,Male,39.0,3,11968881,13704126,kein Wechsel
5840,15729574,durchschnittlich,mittel,digital,nicht vorgefallen,616,Male,71.0,4,0,17359938,kein Wechsel
9206,15611767,lang,gering,analog,vorgefallen,624,Female,52.0,0,13372343,485959,Wechsel
4059,15691952,kurz,gering,digital,nicht vorgefallen,676,Male,37.0,10,10624267,16667828,kein Wechsel
3486,15630661,durchschnittlich,gering,digital,vorgefallen,614,Female,25.0,10,7521228,5896504,kein Wechsel
1757,15704763,lang,gering,digital,nicht vorgefallen,523,Female,39.0,1,14390311,11871175,Wechsel
6713,15666711,kurz,hoch,analog,nicht vorgefallen,586,Female,46.0,0,0,13155382,Wechsel
537,15739803,durchschnittlich,mittel,digital,vorgefallen,686,Male,34.0,9,0,1275698,kein Wechsel
8506,15605215,kurz,mittel,analog,nicht vorgefallen,767,Male,48.0,9,0,17545821,kein Wechsel
1384,15690647,durchschnittlich,gering,digital,vorgefallen,582,Female,46.0,8,6756331,4450609,Wechsel
3787,15644174,lang,gering,digital,nicht vorgefallen,638,Male,27.0,4,13509605,18652372,Wechsel
3387,15798024,lang,gering,digital,nicht vorgefallen,537,Male,84.0,8,9224234,18623598,kein Wechsel
4720,15780654,lang,mittel,analog,nicht vorgefallen,619,Female,33.0,3,10048892,3644674,kein Wechsel
3452,15722965,kurz,gering,digital,nicht vorgefallen,757,Male,57.0,3,8907941,5317921,Wechsel
553,15709324,kurz,mittel,digital,vorgefallen,417,Male,34.0,7,0,5500379,kein Wechsel
697,15620204,lang,mittel,digital,nicht vorgefallen,543,Female,57.0,1,10613833,12065732,Wechsel
3003,15801658,kurz,gering,analog,nicht vorgefallen,580,Male,55.0,6,10430574,17575021,kein Wechsel
1965,15772243,kurz,gering,analog,vorgefallen,612,Female,33.0,9,0,1427975,Wechsel
6703,15583863,lang,gering,analog,vorgefallen,681,Male,49.0,8,14294618,18728051,Wechsel
356,15611759,durchschnittlich,mittel,digital,nicht vorgefallen,850,Female,57.0,8,1267763,13229849,kein Wechsel
5116,15649536,lang,gering,digital,vorgefallen,741,Male,38.0,4,12801583,5844043,Wechsel
5519,15785559,kurz,gering,digital,vorgefallen,678,Male,43.0,1,13323721,11103279,Wechsel
9799,15722731,kurz,gering,digital,vorgefallen,653,Male,46.0,0,1195561,7825013,Wechsel
840,15707567,lang,gering,analog,vorgefallen,732,Male,50.0,6,14533876,919361,Wechsel
1096,15813168,lang,hoch,digital,nicht vorgefallen,756,Female,39.0,3,10071785,7340604,Wechsel
3154,15609637,kurz,mittel,analog,nicht vorgefallen,652,Male,51.0,7,0,4349636,kein Wechsel
9380,15597109,kurz,gering,analog,nicht vorgefallen,627,Male,70.0,1,9441678,1452995,kein Wechsel
1344,15691104,lang,mittel,digital,vorgefallen,460,Female,40.0,6,11950758,9156063,kein Wechsel
9119,15576065,durchschnittlich,gering,digital,nicht vorgefallen,731,Female,40.0,5,17132598,15971827,kein Wechsel
5351,15679048,lang,gering,digital,nicht vorgefallen,558,Male,41.0,2,12422714,11118467,kein Wechsel
8132,15607485,durchschnittlich,mittel,analog,vorgefallen,692,Female,29.0,4,0,13888024,kein Wechsel
3619,15715939,kurz,mittel,digital,vorgefallen,730,Male,33.0,0,0,147479,kein Wechsel
388,15748936,durchschnittlich,mittel,analog,nicht vorgefallen,709,Female,45.0,2,0,16292265,kein Wechsel
8220,15727177,kurz,gering,digital,vorgefallen,557,Male,42.0,6,17782203,15094431,Wechsel
2609,15755242,kurz,gering,digital,nicht vorgefallen,682,Female,46.0,2,0,11444266,kein Wechsel
859,15809087,kurz,mittel,digital,vorgefallen,598,Male,64.0,1,0,1956353,kein Wechsel
1592,15729668,durchschnittlich,gering,digital,vorgefallen,521,Male,29.0,3,6028062,15427141,kein Wechsel
5340,15612667,durchschnittlich,gering,digital,vorgefallen,680,Male,42.0,0,0,13637721,kein Wechsel
4834,15702912,durchschnittlich,gering,digital,vorgefallen,752,Female,35.0,2,0,4433554,Wechsel
2805,15618936,kurz,gering,digital,vorgefallen,688,Female,51.0,5,0,9162411,Wechsel
7348,15813363,durchschnittlich,mittel,analog,vorgefallen,448,Male,25.0,2,0,9521573,kein Wechsel
2219,15610056,lang,mittel,analog,nicht vorgefallen,631,Female,34.0,6,12522782,12824703,kein Wechsel
5657,15763381,kurz,gering,analog,nicht vorgefallen,496,Male,30.0,0,9096349,278020,kein Wechsel
8425,15642636,kurz,gering,digital,nicht vorgefallen,755,Male,29.0,9,11703589,2186219,kein Wechsel
4013,15653776,lang,sehr hoch,analog,vorgefallen,720,Female,57.0,1,16208231,2714573,Wechsel
7883,15776051,kurz,mittel,digital,nicht vorgefallen,551,Female,45.0,6,0,5114343,kein Wechsel
4218,15782418,lang,gering,digital,nicht vorgefallen,589,Female,19.0,9,8349511,14302231,Wechsel
5577,15726087,kurz,gering,digital,nicht vorgefallen,592,Female,62.0,5,0,10094157,kein Wechsel
1241,15760774,kurz,mittel,digital,nicht vorgefallen,519,Female,21.0,1,14632957,19486727,kein Wechsel
8479,15807568,kurz,mittel,analog,vorgefallen,632,Male,50.0,2,0,5794288,kein Wechsel
1855,15570601,kurz,gering,digital,nicht vorgefallen,785,Female,47.0,9,12203155,338235,kein Wechsel
3507,15608166,kurz,gering,digital,nicht vorgefallen,761,Male,36.0,9,12763792,8106293,kein Wechsel
5948,15680112,lang,gering,digital,vorgefallen,473,Female,35.0,7,13150473,18956043,kein Wechsel
7420,15765487,lang,gering,digital,nicht vorgefallen,753,Female,38.0,9,15176671,18082999,kein Wechsel
2330,15806332,durchschnittlich,mittel,digital,nicht vorgefallen,484,Female,39.0,5,0,17522412,kein Wechsel
6524,15743293,lang,hoch,digital,nicht vorgefallen,651,Female,35.0,1,16370078,2958348,Wechsel
980,15624729,kurz,gering,analog,vorgefallen,594,Male,27.0,0,1970418,15191249,kein Wechsel
861,15809100,kurz,gering,digital,vorgefallen,548,Female,32.0,2,17244877,18808377,kein Wechsel
8103,15740223,lang,hoch,digital,vorgefallen,479,Male,51.0,1,10771474,8612821,Wechsel
9466,15592716,kurz,gering,digital,vorgefallen,559,Male,52.0,2,0,12901359,Wechsel
3282,15806901,kurz,gering,digital,nicht vorgefallen,584,Female,39.0,2,11268769,12774961,kein Wechsel
2276,15684951,kurz,mittel,digital,vorgefallen,542,Female,59.0,2,6889277,790506,Wechsel
3559,15727353,kurz,gering,digital,vorgefallen,650,Female,64.0,7,14202836,3227509,Wechsel
5807,15607395,kurz,mittel,digital,vorgefallen,679,Female,33.0,9,11252865,17736245,kein Wechsel
3254,15778368,lang,gering,digital,vorgefallen,552,Male,50.0,4,12117556,11750507,Wechsel
9024,15654772,kurz,mittel,analog,nicht vorgefallen,640,Female,47.0,6,8979946,1378377,Wechsel
518,15775912,kurz,mittel,analog,nicht vorgefallen,698,Male,48.0,4,10123824,17781587,kein Wechsel
5813,15763515,kurz,mittel,digital,vorgefallen,513,Male,30.0,5,0,16252366,kein Wechsel
8190,15813871,kurz,mittel,digital,vorgefallen,690,Male,47.0,2,0,15137573,kein Wechsel
9102,15810942,lang,gering,analog,nicht vorgefallen,445,Female,61.0,2,13765531,2990984,kein Wechsel
4946,15644692,kurz,gering,digital,nicht vorgefallen,546,Female,47.0,8,0,6640801,Wechsel
4687,15576745,kurz,mittel,analog,nicht vorgefallen,769,Male,48.0,2,9654216,19788572,kein Wechsel
7919,15634564,durchschnittlich,gering,digital,nicht vorgefallen,593,Male,31.0,8,11271334,17686889,kein Wechsel
8694,15742116,lang,mittel,analog,vorgefallen,671,Female,48.0,9,11671106,7637338,kein Wechsel
1381,15714466,kurz,hoch,digital,vorgefallen,846,Female,41.0,5,0,344047,Wechsel
3205,15733973,kurz,gering,digital,vorgefallen,850,Female,42.0,8,0,1963264,Wechsel
1629,15595303,lang,gering,digital,nicht vorgefallen,736,Male,46.0,5,13081291,7798154,Wechsel
5503,15631739,durchschnittlich,gering,digital,nicht vorgefallen,704,Male,24.0,10,12210978,12765437,kein Wechsel
218,15659366,kurz,mittel,digital,vorgefallen,807,Male,43.0,1,10579932,3488804,Wechsel
8098,15594391,kurz,gering,analog,vorgefallen,770,Female,68.0,2,18355524,15955728,Wechsel
3168,15680752,kurz,gering,digital,nicht vorgefallen,675,Female,49.0,0,0,8049671,Wechsel
7481,15778589,kurz,mittel,digital,nicht vorgefallen,626,Male,34.0,7,1130147,5664628,kein Wechsel
1068,15680303,kurz,gering,digital,vorgefallen,594,Male,57.0,6,0,1937656,Wechsel
2982,15798659,durchschnittlich,mittel,digital,vorgefallen,526,Female,43.0,3,0,3170519,kein Wechsel
777,15628936,durchschnittlich,gering,analog,vorgefallen,692,Male,28.0,9,11894509,1606425,kein Wechsel
6950,15667392,durchschnittlich,mittel,digital,nicht vorgefallen,652,Female,38.0,6,12308184,18865797,kein Wechsel
5320,15591550,durchschnittlich,gering,digital,vorgefallen,525,Male,36.0,3,7791023,6723801,kein Wechsel
1612,15649121,kurz,gering,digital,vorgefallen,665,Male,52.0,3,0,11613701,Wechsel
4406,15623450,lang,gering,digital,nicht vorgefallen,637,Female,27.0,7,13584289,10141805,kein Wechsel
1317,15720702,kurz,gering,digital,vorgefallen,789,Male,37.0,3,0,12188387,Wechsel
2548,15617197,kurz,mittel,digital,nicht vorgefallen,524,Male,50.0,4,0,3184059,Wechsel
5356,15655436,lang,gering,digital,nicht vorgefallen,839,Male,47.0,2,13691107,16818462,Wechsel
9126,15666095,durchschnittlich,mittel,analog,nicht vorgefallen,753,Male,51.0,4,7981172,6826027,Wechsel
4943,15615322,durchschnittlich,mittel,digital,nicht vorgefallen,528,Male,43.0,7,9747387,15982316,kein Wechsel
9537,15780409,kurz,mittel,digital,vorgefallen,783,Male,40.0,6,0,10974255,kein Wechsel
9259,15806327,kurz,mittel,digital,vorgefallen,800,Female,40.0,3,7589311,13256223,kein Wechsel
7177,15697310,lang,gering,analog,vorgefallen,559,Female,28.0,3,15226481,6424231,kein Wechsel
8046,15693877,kurz,mittel,analog,vorgefallen,811,Female,47.0,3,12336534,17199534,kein Wechsel
2084,15668669,kurz,gering,digital,vorgefallen,423,Female,36.0,5,9766561,11837255,Wechsel
3096,15745083,lang,gering,analog,vorgefallen,613,Male,59.0,8,9141576,279650,Wechsel
5769,15611612,kurz,gering,digital,vorgefallen,570,Female,29.0,0,0,3709243,kein Wechsel
1653,15633233,kurz,gering,digital,vorgefallen,500,Male,56.0,1,10037458,1184908,Wechsel
6373,15638269,kurz,mittel,analog,nicht vorgefallen,597,Male,67.0,2,0,10864585,kein Wechsel
379,15629677,durchschnittlich,hoch,analog,vorgefallen,687,Female,39.0,2,0,1881506,Wechsel
5173,15705281,durchschnittlich,gering,digital,vorgefallen,800,Male,38.0,9,0,7874439,Wechsel
9068,15692235,kurz,mittel,digital,vorgefallen,750,Female,38.0,1,0,4776499,kein Wechsel
1936,15810457,lang,mittel,digital,vorgefallen,728,Female,33.0,9,15041214,17076408,kein Wechsel
9652,15726720,kurz,gering,digital,vorgefallen,480,Female,40.0,7,0,17033267,Wechsel
1650,15718106,kurz,mittel,analog,vorgefallen,625,Male,34.0,6,0,1972832,kein Wechsel
1210,15658969,kurz,hoch,digital,vorgefallen,711,Male,51.0,7,0,3840979,Wechsel
4258,15796167,lang,mittel,digital,vorgefallen,782,Male,35.0,7,9855689,11764436,kein Wechsel
2939,15591915,kurz,gering,analog,nicht vorgefallen,533,Female,39.0,2,0,7366994,Wechsel
1703,15750466,lang,gering,digital,vorgefallen,790,Male,42.0,1,8583962,19818273,kein Wechsel
6947,15809558,durchschnittlich,gering,digital,nicht vorgefallen,715,Male,31.0,7,0,14997059,kein Wechsel
9347,15802809,durchschnittlich,gering,digital,nicht vorgefallen,660,Female,36.0,0,8443857,18144951,kein Wechsel
7068,15730793,lang,gering,digital,nicht vorgefallen,699,Female,54.0,3,11100932,15590579,Wechsel
3251,15750335,lang,hoch,digital,vorgefallen,850,Male,43.0,0,10850882,1840448,Wechsel
1993,15787189,lang,hoch,analog,vorgefallen,824,Male,60.0,8,13425017,15304616,Wechsel
9075,15635942,kurz,mittel,digital,vorgefallen,576,Male,40.0,9,0,11246519,Wechsel
1657,15752342,lang,hoch,digital,vorgefallen,704,Female,54.0,6,13365691,14507133,Wechsel
2856,15813067,lang,gering,digital,vorgefallen,432,Female,45.0,3,11021914,430467,Wechsel
1710,15567993,durchschnittlich,gering,digital,vorgefallen,828,Male,28.0,8,13476685,7935587,kein Wechsel
6974,15715643,kurz,mittel,digital,nicht vorgefallen,662,Male,44.0,8,0,17531487,kein Wechsel
7020,15786237,kurz,mittel,digital,vorgefallen,651,Male,28.0,7,0,82396,kein Wechsel
5904,15664270,lang,sehr hoch,digital,vorgefallen,692,Male,45.0,6,14208404,18830585,Wechsel
6262,15650026,kurz,mittel,analog,nicht vorgefallen,513,Male,44.0,1,6356202,5262973,kein Wechsel
3206,15596761,lang,gering,digital,vorgefallen,515,Male,60.0,9,11371536,1842424,Wechsel
5646,15756272,lang,gering,digital,vorgefallen,526,Female,35.0,9,1185364,4098087,Wechsel
7138,15809837,lang,mittel,digital,nicht vorgefallen,430,Female,66.0,6,13539231,17285206,Wechsel
168,15574692,durchschnittlich,mittel,digital,vorgefallen,667,Female,39.0,2,0,4072124,Wechsel
844,15806983,kurz,gering,digital,vorgefallen,640,Male,44.0,3,13714868,9238101,kein Wechsel
1877,15643630,durchschnittlich,mittel,digital,vorgefallen,770,Male,55.0,9,6312741,18521128,Wechsel
8472,15709621,kurz,mittel,analog,nicht vorgefallen,662,Male,31.0,3,0,2773105,kein Wechsel
2614,15640846,lang,sehr hoch,digital,vorgefallen,546,Female,58.0,3,10645831,12888187,Wechsel
3555,15629094,kurz,gering,digital,nicht vorgefallen,528,Female,36.0,1,15694841,14991228,Wechsel
904,15794580,kurz,gering,analog,vorgefallen,599,Male,58.0,4,0,17640715,Wechsel
9108,15622470,durchschnittlich,gering,digital,nicht vorgefallen,772,Male,41.0,10,9603222,7582557,kein Wechsel
2049,15723008,kurz,mittel,digital,nicht vorgefallen,720,Female,45.0,1,1028824,3563315,Wechsel
1926,15716023,kurz,mittel,analog,nicht vorgefallen,693,Male,31.0,1,0,18227088,kein Wechsel
5701,15724154,lang,gering,digital,vorgefallen,625,Female,49.0,4,12850476,12681263,Wechsel
5201,15625675,kurz,gering,digital,vorgefallen,569,Male,36.0,1,6708769,1547757,kein Wechsel
1845,15589076,kurz,gering,analog,nicht vorgefallen,737,Male,36.0,9,0,1886709,Wechsel
7495,15589541,kurz,mittel,analog,nicht vorgefallen,557,Female,27.0,2,0,449755,kein Wechsel
4448,15708162,lang,mittel,analog,nicht vorgefallen,565,Female,40.0,1,8999471,12108427,kein Wechsel
5406,15593954,kurz,gering,analog,vorgefallen,516,Female,47.0,6,10938733,12136545,kein Wechsel
5763,15700965,kurz,mittel,digital,nicht vorgefallen,724,Female,32.0,6,0,15002679,kein Wechsel
7544,15791326,kurz,gering,analog,vorgefallen,566,Male,34.0,3,0,18813569,Wechsel
4763,15696564,kurz,mittel,digital,nicht vorgefallen,752,Male,38.0,0,14597479,13769423,kein Wechsel
2696,15792176,durchschnittlich,gering,digital,nicht vorgefallen,698,Female,40.0,0,9205344,14368183,kein Wechsel
8477,15685947,lang,mittel,analog,nicht vorgefallen,556,Male,42.0,0,11591553,12543547,Wechsel
4160,15722350,lang,gering,digital,nicht vorgefallen,627,Female,37.0,7,14736157,13303196,kein Wechsel
6218,15667462,durchschnittlich,mittel,digital,vorgefallen,707,Male,43.0,10,0,1183682,kein Wechsel
3673,15606915,kurz,gering,digital,vorgefallen,764,Male,24.0,7,9814861,2684376,kein Wechsel
3623,15627162,lang,gering,digital,vorgefallen,695,Male,27.0,6,12555296,10529126,kein Wechsel
3911,15710527,kurz,gering,digital,nicht vorgefallen,782,Female,35.0,4,0,11956534,kein Wechsel
3621,15637993,kurz,gering,digital,nicht vorgefallen,711,Male,36.0,9,13768871,468841,kein Wechsel
2432,15769064,lang,gering,digital,vorgefallen,537,Male,39.0,3,13530936,3172886,Wechsel
806,15613319,kurz,gering,analog,vorgefallen,793,Female,33.0,0,0,17554402,Wechsel
9937,15782475,kurz,mittel,digital,nicht vorgefallen,700,Female,42.0,8,0,10530572,kein Wechsel
7512,15631267,kurz,mittel,digital,nicht vorgefallen,641,Male,50.0,6,15359073,13091078,kein Wechsel
6795,15713347,durchschnittlich,gering,digital,vorgefallen,577,Male,48.0,6,17985226,19358032,kein Wechsel
8044,15717489,kurz,gering,digital,vorgefallen,835,Male,23.0,9,0,1979373,Wechsel
473,15681705,kurz,mittel,digital,vorgefallen,785,Male,28.0,8,0,7723127,kein Wechsel
7129,15781875,durchschnittlich,mittel,digital,nicht vorgefallen,850,Male,33.0,3,10047646,13653913,kein Wechsel
5494,15642821,durchschnittlich,gering,analog,vorgefallen,383,Female,48.0,8,9580819,13770201,Wechsel
5326,15650575,durchschnittlich,mittel,digital,nicht vorgefallen,720,Female,59.0,6,0,16084943,Wechsel
8685,15597885,kurz,mittel,digital,nicht vorgefallen,772,Male,43.0,6,0,5767588,kein Wechsel
4371,15714391,kurz,gering,digital,nicht vorgefallen,563,Female,35.0,2,18357284,6600675,Wechsel
1829,15605275,lang,gering,analog,vorgefallen,725,Male,45.0,8,11691707,17346443,Wechsel
1351,15635435,kurz,gering,analog,vorgefallen,648,Female,54.0,9,12063342,592438,Wechsel
2593,15755223,lang,mittel,analog,vorgefallen,692,Male,53.0,7,15092699,11981719,Wechsel
1002,15633897,lang,mittel,digital,nicht vorgefallen,725,Male,39.0,1,5088098,18402354,kein Wechsel
938,15668032,kurz,gering,digital,nicht vorgefallen,577,Female,37.0,4,0,7988139,kein Wechsel
3913,15732266,lang,gering,digital,vorgefallen,553,Male,53.0,5,12799783,16537866,Wechsel
2809,15757001,kurz,mittel,digital,nicht vorgefallen,624,Female,32.0,2,7936887,14547194,kein Wechsel
3192,15566689,durchschnittlich,mittel,digital,nicht vorgefallen,554,Male,66.0,8,0,11674762,kein Wechsel
1767,15596397,kurz,mittel,digital,nicht vorgefallen,814,Female,48.0,7,0,13287015,kein Wechsel
6181,15797194,kurz,mittel,digital,vorgefallen,570,Male,39.0,10,12967489,8055236,kein Wechsel
9715,15762573,durchschnittlich,mittel,digital,vorgefallen,680,Female,34.0,7,0,9894985,kein Wechsel
8718,15627298,kurz,mittel,digital,vorgefallen,589,Male,37.0,7,8514648,8649009,kein Wechsel
8439,15692931,kurz,gering,digital,nicht vorgefallen,670,Male,22.0,2,11499145,3739256,kein Wechsel
9422,15778936,kurz,gering,digital,vorgefallen,701,Male,33.0,9,14751034,19061192,kein Wechsel
3298,15670587,lang,mittel,digital,vorgefallen,558,Male,25.0,10,1113631,19726435,kein Wechsel
8840,15646969,durchschnittlich,mittel,digital,nicht vorgefallen,776,Male,33.0,2,0,1769210,kein Wechsel
9440,15584156,durchschnittlich,hoch,analog,vorgefallen,593,Male,27.0,10,0,946200,Wechsel
4248,15703292,kurz,mittel,digital,nicht vorgefallen,573,Male,26.0,8,8627093,901773,kein Wechsel
3424,15814998,durchschnittlich,mittel,analog,vorgefallen,688,Male,42.0,5,0,19760229,kein Wechsel
5412,15707322,kurz,gering,analog,vorgefallen,779,Female,48.0,2,11529027,9891269,Wechsel
9718,15704053,durchschnittlich,mittel,digital,vorgefallen,710,Male,62.0,3,13107842,11934876,Wechsel
4908,15806256,kurz,gering,digital,vorgefallen,540,Male,48.0,2,10934929,8870304,Wechsel
460,15732778,lang,mittel,digital,nicht vorgefallen,468,Male,29.0,1,11168198,19571116,kein Wechsel
2435,15661734,lang,mittel,digital,vorgefallen,608,Male,42.0,8,13139075,7117809,kein Wechsel
8383,15593501,kurz,mittel,digital,vorgefallen,493,Female,36.0,5,14866781,5609251,kein Wechsel
6426,15749123,durchschnittlich,gering,digital,vorgefallen,743,Male,45.0,7,15733226,12542442,kein Wechsel
5562,15614361,durchschnittlich,gering,digital,nicht vorgefallen,620,Male,42.0,9,12149005,2929674,kein Wechsel
5717,15628824,kurz,gering,analog,nicht vorgefallen,665,Female,37.0,5,16038982,18354208,kein Wechsel
2070,15750684,kurz,gering,digital,vorgefallen,719,Female,42.0,4,0,2846586,Wechsel
1459,15571778,kurz,gering,digital,vorgefallen,817,Female,55.0,10,11756149,9594155,Wechsel
7477,15646190,kurz,gering,analog,vorgefallen,677,Female,56.0,0,11996345,15832587,Wechsel
1554,15779481,kurz,mittel,digital,nicht vorgefallen,628,Male,34.0,4,15874143,12619254,kein Wechsel
7081,15672894,kurz,mittel,analog,vorgefallen,625,Female,36.0,8,12994439,1989148,kein Wechsel
2830,15701555,durchschnittlich,mittel,analog,nicht vorgefallen,575,Male,53.0,1,8490333,260158,kein Wechsel
1888,15663921,kurz,mittel,digital,nicht vorgefallen,429,Male,60.0,7,0,16369148,kein Wechsel
9359,15606944,lang,gering,digital,vorgefallen,645,Male,43.0,9,14012117,113027,Wechsel
7551,15752578,kurz,mittel,digital,vorgefallen,626,Female,37.0,2,13396896,14868965,kein Wechsel
7342,15730360,kurz,mittel,digital,nicht vorgefallen,502,Male,30.0,4,0,6626387,kein Wechsel
8348,15796230,lang,hoch,digital,nicht vorgefallen,642,Female,36.0,2,12449598,5790422,Wechsel
898,15654700,kurz,gering,digital,vorgefallen,523,Female,40.0,2,10296741,1287021,Wechsel
4889,15693205,lang,hoch,digital,nicht vorgefallen,691,Female,41.0,8,10915396,14884876,Wechsel
7161,15775235,kurz,gering,analog,vorgefallen,690,Female,36.0,6,11048048,8129233,kein Wechsel
7094,15655464,kurz,gering,analog,nicht vorgefallen,640,Female,67.0,3,0,4296463,kein Wechsel
347,15747358,lang,gering,digital,nicht vorgefallen,643,Male,59.0,3,17033137,3217179,Wechsel
1057,15706534,kurz,gering,analog,vorgefallen,581,Female,47.0,1,12294914,18025168,Wechsel
4629,15687153,lang,gering,digital,vorgefallen,850,Male,49.0,8,9864955,11917488,Wechsel
4525,15612633,durchschnittlich,gering,analog,nicht vorgefallen,581,Male,43.0,9,7802261,3066291,kein Wechsel
2553,15732270,durchschnittlich,gering,digital,nicht vorgefallen,727,Male,71.0,8,0,19844691,kein Wechsel
1917,15699772,lang,mittel,digital,vorgefallen,428,Female,40.0,3,12924811,7287643,Wechsel
3171,15589449,kurz,hoch,digital,nicht vorgefallen,815,Female,56.0,3,0,9424816,Wechsel
4399,15572547,kurz,gering,digital,vorgefallen,670,Female,45.0,9,10493038,15592181,Wechsel
7653,15788215,durchschnittlich,gering,analog,vorgefallen,535,Female,30.0,5,12292475,6239059,kein Wechsel
434,15799384,kurz,gering,analog,vorgefallen,683,Male,33.0,8,0,7356444,kein Wechsel
4570,15760514,lang,mittel,digital,nicht vorgefallen,789,Female,43.0,9,11664429,601761,kein Wechsel
7599,15609758,kurz,gering,digital,vorgefallen,537,Female,45.0,7,15862104,12089296,Wechsel
7326,15570508,kurz,gering,digital,vorgefallen,600,Male,49.0,7,902189,9134776,kein Wechsel
2890,15689616,durchschnittlich,gering,analog,vorgefallen,586,Male,34.0,5,16809401,2005861,kein Wechsel
9091,15630195,kurz,gering,digital,nicht vorgefallen,745,Female,40.0,6,13118467,4981562,kein Wechsel
1047,15793949,kurz,gering,digital,vorgefallen,726,Female,48.0,4,0,11402006,Wechsel
631,15811762,lang,gering,digital,vorgefallen,583,Female,54.0,6,11598886,5755398,Wechsel
9033,15586029,lang,mittel,digital,vorgefallen,806,Male,34.0,2,9615268,14371102,kein Wechsel
5754,15766378,lang,mittel,digital,nicht vorgefallen,714,Female,45.0,9,10643197,16411769,kein Wechsel
9708,15604515,lang,mittel,analog,vorgefallen,737,Female,22.0,10,11154326,10632785,kein Wechsel
517,15781307,lang,mittel,digital,vorgefallen,779,Male,37.0,7,12009252,13592572,kein Wechsel
5486,15783882,durchschnittlich,mittel,analog,nicht vorgefallen,771,Female,41.0,5,0,9291467,kein Wechsel
8921,15629519,kurz,mittel,digital,nicht vorgefallen,472,Female,37.0,1,0,483579,kein Wechsel
470,15759298,durchschnittlich,gering,digital,nicht vorgefallen,631,Male,27.0,10,13416962,17673002,kein Wechsel
8597,15659694,lang,mittel,digital,nicht vorgefallen,634,Female,53.0,3,1137815,10634505,Wechsel
3402,15715745,kurz,gering,digital,nicht vorgefallen,690,Female,26.0,5,15762484,4959927,kein Wechsel
3029,15801247,durchschnittlich,mittel,digital,vorgefallen,605,Male,39.0,10,10531773,13802136,kein Wechsel
6560,15719778,kurz,mittel,digital,vorgefallen,577,Female,32.0,1,0,990239,kein Wechsel
1760,15701121,kurz,gering,analog,nicht vorgefallen,521,Male,38.0,5,11064118,13650769,Wechsel
