PhraseId,Phrase,Sentiment
75206,I could have used my two hours better watching Being John Malkovich again .,1
75216,The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish .,1
75247,Romanek 's themes are every bit as distinctive as his visuals .,4
75256,"A comedy that is warm , inviting , and surprising .",4
75266,"It has fun with the quirks of family life , but it also treats the subject with fondness and respect .",4
75286,"Blade II merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew .",3
75315,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",1
75344,Worth a salute just for trying to be more complex than your average film .,3
75358,"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .",0
75405,"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",4
75433,"No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .",2
75459,"Seemingly a vehicle to showcase the Canadian 's inane ramblings , Stealing Harvard is a smorgasbord of soliloquies about nothing delivered by the former Mr. Drew Barrymore .",0
75489,... a delicious crime drama on par with the slickest of Mamet .,4
75501,"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",4
75515,But it does n't need Gangs of New York .,2
75521,"This slow-moving Swedish film offers not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party .",2
75562,"What could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",4
75584,"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .",4
75601,"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",3
75619,"Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .",4
75635,"Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .",0
75665,Solondz is so intent on hammering home his message that he forgets to make it entertaining .,1
75680,Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio .,2
75707,Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .,2
75728,The viewer takes great pleasure in watching the resourceful Molly stay a step ahead of her pursuers .,3
75743,"What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",3
75761,"If you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",1
75779,"The wonder of Mostly Martha is the performance of Gedeck , who makes Martha enormously endearing .",4
75794,A selection of scenes in search of a movie .,1
75800,The rare movie that 's as crisp and to the point as the novel on which it 's based .,4
75817,Or intelligent .,2
75819,This film can only point the way -- but thank goodness for this signpost .,3
75830,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,4
75850,"By the end of it all I sort of loved the people onscreen , even though I could not stand them .",3
75869,One big blustery movie where nothing really happens .,1
75878,Plummer steals the show without resorting to camp as Nicholas ' wounded and wounding Uncle Ralph .,3
75893,"... Wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams .",3
75922,"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",3
75945,More trifle than triumph .,1
75949,This u-boat does n't have a captain .,1
75956,"You leave the same way you came -- a few tasty morsels under your belt , but no new friends .",1
75975,A little better than Sorcerer 's Stone .,3
75982,"With one exception , every blighter in this particular South London housing project digs into dysfunction like it 's a big , comforting jar of Marmite , to be slathered on crackers and served as a feast of bleakness .",2
76027,I 'm not exactly sure what this movie thinks it is about .,1
76035,Most of the film feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs .,2
76061,"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .",1
76085,Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,1
76107,"The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .",0
76126,With the prospect of films like Kangaroo Jack about to burst across America 's winter movie screens it 's a pleasure to have a film like The Hours as an alternative .,3
76156,"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",3
76171,"Awesome work : ineffable , elusive , yet inexplicably powerful",4
76182,I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .,3
76211,Just like Igby .,2
76214,"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .",0
76239,Queen of the Damned is too long with too little going on .,1
76245,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,2
76259,It 's loud and boring ; watching it is like being trapped at a bad rock concert .,1
76273,A chiller resolutely without chills .,0
76278,We just do n't really care too much about this love story .,1
76287,The first Fatal Attraction was vile enough .,0
76293,You begin to long for the end credits as the desert does for rain .,0
76307,... contains very few laughs and even less surprises .,1
76316,One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .,2
76331,Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .,2
76361,Sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .,0
76380,Great character interaction .,4
76383,"Intensely romantic , thought-provoking and even an engaging mystery .",4
76392,"A tired , predictable , bordering on offensive , waste of time , money and celluloid .",0
76409,"A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .",4
76437,"As it stands , there 's some fine sex onscreen , and some tense arguing , but not a whole lot more .",2
76455,Kosminsky ... puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,3
76474,A culture clash comedy only half as clever as it thinks it is .,1
76483,"This one is certainly well-meaning , but it 's also simple-minded and contrived .",2
76493,It 's definitely a step in the right direction .,3
76500,"This is a gorgeous film - vivid with color , music and life .",4
76512,"as in aimless , arduous , and arbitrary .",1
76521,Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .,1
76534,The talk-heavy film plays like one of Robert Altman 's lesser works .,2
76547,"A preposterous , prurient whodunit .",0
76552,It 's been done before but never so vividly or with so much passion .,4
76565,"-LRB- Swimfan -RRB- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",0
76588,"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",3
76616,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .,3
76635,Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,3
76662,The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects .,2
76682,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,3
76701,Dreary tale of middle-class angst,1
76706,"... plenty of warmth to go around , with music and laughter and the love of family .",4
76720,"As Schmidt , Nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .",2
76745,"Unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .",0
76777,Rewarding .,3
76778,"Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .",4
76813,"She 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life .",2
76833,-LRB- T -RRB- he ideas of Revolution # 9 are more compelling than the execution,1
76843,"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .",3
76863,"Boldly engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie , Rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .",2
76896,The warnings to resist temptation in this film ... are blunt and challenging and offer no easy rewards for staying clean .,2
76919,Sweet Home Alabama certainly wo n't be remembered as one of -LRB- Witherspoon 's -RRB- better films .,1
76933,Staggers between flaccid satire and what is supposed to be madcap farce .,0
76946,"Exactly what its title implies : lusty , boisterous and utterly charming .",3
76959,"In a summer of clones , Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .",4
76980,preachy and,1
76981,"It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .",3
77005,Polanski has found the perfect material with which to address his own World War II experience in his signature style .,4
77026,"I walked away not really know who `` they '' were , what `` they '' looked like .",1
77042,"A film of empty , fetishistic violence in which murder is casual and fun .",0
77055,Friday After Next is a lot more bluster than bite .,1
77063,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,1
77091,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball . ''",4
77124,Some Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny .,1
77141,A glossy knock-off of a B-movie revenge flick .,2
77149,"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",3
77167,"Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life .",1
77206,The problem with all of this : It 's not really funny .,1
77213,`` Punch-Drunk Love '' is a little like a chocolate milk moustache ...,2
77227,"Shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",1
77244,The most horrific movie experience I 've had since `` Ca n't Stop The Music . '',0
77258,Yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a ca n't - miss heist -- only to have it all go wrong .,2
77287,"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",3
77320,"Not everyone will play the dark , challenging tune taught by The Piano Teacher .",2
77336,"It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",4
77354,The script was reportedly rewritten a dozen times -- either 11 times too many or else too few .,0
77372,"Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",3
77393,Frank McKlusky C.I. is that movie !,2
77400,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",3
77430,... quite good at providing some good old fashioned spooks .,3
77441,"Has none of the crackle of `` Fatal Attraction '' , `` 9 1\/2 Weeks '' , or even `` Indecent Proposal '' , and feels more like Lyne 's stolid remake of `` Lolita '' .",1
77477,"John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .",2
77494,"When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .",3
77512,"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",1
77534,Your stomach for Heaven depends largely on your appetite for canned corn .,2
77546,Family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,1
77571,"Equilibrium the movie , as opposed to the manifesto , is really , really stupid .",0
77585,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",3
77611,"While somewhat less than it might have been , the film is a good one , and you 've got to hand it to director George Clooney for biting off such a big job the first time out .",3
77646,"All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .",3
77675,`` Cremaster 3 '' should come with the warning `` For serious film buffs only ! '',3
77690,"Both exuberantly romantic and serenely melancholy , What Time Is It There ?",3
77700,"This is mostly well-constructed fluff , which is all it seems intended to be .",2
77713,"It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",4
77750,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",1
77767,"Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but I believe a movie can be mindless without being the peak of all things insipid .",0
77797,"This is a dark , gritty , sometimes funny little gem .",3
77808,"Shallow , noisy and pretentious .",0
77814,Strange occurrences build in the mind of the viewer and take on extreme urgency .,3
77827,"Although largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .",3
77862,Delight your senses and crash this wedding !,4
77869,A thought-provoking picture .,4
77871,"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .",0
77906,How inept is Serving Sara ?,0
77910,"Too much power , not enough puff .",1
77917,Narc is a no-bull throwback to 1970s action films .,4
77926,"Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions , love .",4
77941,"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .",2
77961,These are textbook lives of quiet desperation .,1
77968,As pedestrian as they come .,0
77973,"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",3
77998,"Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .",3
78013,A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,1
78027,"It 's enough to watch Huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that Chabrol spins .",3
78061,"Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",2
78097,Britney 's performance can not be faulted .,2
78103,"It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure .",0
78133,"Not a bad choice here , assuming that ... the air-conditioning in the theater is working properly .",2
78150,"As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",4
78181,"It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",0
78204,"The characters are interesting and the relationship between Yosuke and Saeko is worth watching as it develops , but there 's not enough to the story to fill two hours .",2
78232,Offers absolutely nothing I had n't already seen .,1
78239,recovers,2
78262,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",3
78277,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",2
78313,"Like Brosnan 's performance , Evelyn comes from the heart .",4
78321,But the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .,1
78335,This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .,2
78360,"So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober , filmed on the set of Carpenter 's The Thing and loaded with actors you 're most likely to find on the next inevitable incarnation of The Love Boat .",1
78407,"After an uncertain start , Murder hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .",3
78432,"If I could have looked into my future and saw how bad this movie was , I would go back and choose to skip it .",0
78454,"When one hears Harry Shearer is going to make his debut as a film director , one would hope for the best",3
78470,An intoxicating experience .,4
78472,"The movie worked for me right up to the final scene , and then it caved in .",2
78488,"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...",1
78525,"The film is all over the place , really .",0
78533,"If this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .",2
78556,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",3
78578,"The movie does n't think much of its characters , its protagonist , or of us .",1
78589,The film proves unrelentingly grim -- and equally engrossing .,3
78598,"A whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",3
78613,"The dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically .",2
78630,A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,1
78646,"... feels as if -LRB- there 's -RRB- a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to feel something .",0
78680,"It 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .",3
78703,"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",1
78732,Bad and baffling from the get-go .,0
78739,"A big , loud , bang-the-drum bore .",1
78746,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,2
78767,You leave feeling like you 've endured a long workout without your pulse ever racing .,1
78784,"An inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",0
78808,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",4
78833,Maybe Thomas Wolfe was right : You ca n't go home again .,2
78845,"The dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",1
78866,"The movie has a script -LRB- by Paul Pender -RRB- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .",0
78900,"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .",0
78919,"It 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up .",2
78948,There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .,2
78970,"The script is high on squaddie banter , low on shocks .",3
78981,"As directed by Dani Kouyate of Burkina Faso , Sia lacks visual flair .",2
78996,"Spinning a web of dazzling entertainment may be overstating it , but `` Spider-Man '' certainly delivers the goods .",4
79016,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,0
79030,It 's fitfully funny but never really takes off .,2
79039,"If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .",2
79059,A compelling story of musical passion against governmental odds .,3
79068,A riveting story well told .,4
79073,"Um , no. .",2
79076,He makes you realize that deep inside righteousness can be found a tough beauty .,4
79091,Features what is surely the funniest and most accurate depiction of writer 's block ever .,4
79107,"The movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",1
79127,"Well-meaning to a fault , Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",2
79146,The bottom line is the piece works brilliantly .,3
79152,"Ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .",4
79178,Everything -- even life on an aircraft carrier -- is sentimentalized .,1
79192,Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,4
79218,"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",1
79236,"It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .",1
79266,"The film is visually dazzling , the depicted events dramatic , funny and poignant .",4
79279,"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",3
79305,Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,3
79320,even after 90 minutes of playing opposite each other Bullock and Grant still look ill at ease sharing the same scene .,1
79341,Kudos to the most enchanting film of the year .,4
79349,I ca n't recommend it .,0
79351,Russian Ark is a new treasure of the Hermitage .,3
79362,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",3
79396,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .,4
79422,The picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,3
79443,"It 's Jagger 's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite .",2
79458,"-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even irritating -LRB- at least to this Western ear -RRB- , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .",1
79500,"It 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .",1
79527,"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent .",4
79553,"The two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .",4
79582,"The pairing does sound promising in theory ... but their lack of chemistry makes Eddie Murphy and Robert DeNiro in Showtime look like old , familiar vaudeville partners .",1
79607,Disjointed parody .,1
79609,"What we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0
79636,"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",2
79661,The kind of trifle that date nights were invented for . .,2
79672,"The plot has a number of holes , and at times it 's simply baffling .",1
79685,"Seen in that light , Moonlight Mile should strike a nerve in many .",3
79697,Wobbly Senegalese updating of `` Carmen '' which is best for the stunning star turn by Djeinaba Diop Gai,2
79720,"Plus , like I already mentioned ... it 's Robert Duvall !",3
79732,"Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .",4
79758,- greaseballs mob action-comedy .,1
79764,"Explosions , jokes , and sexual innuendoes abound .",2
79773,It gets old quickly .,1
79777,"-LRB- A -RRB- thoughtful , visually graceful work .",4
79783,"A standard police-oriented drama that , were it not for De Niro 's participation , would have likely wound up a TNT Original .",1
79807,He may have meant the Internet short Saving Ryan 's Privates .,2
79818,"It 's a long way from Orwell 's dark , intelligent warning cry -LRB- 1984 -RRB- to the empty stud knockabout of Equilibrium , and what once was conviction is now affectation .",1
79850,Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .,4
79864,"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",3
79894,The plot 's clearly mythic structure may owe more to Disney 's strong sense of formula than to the original story .,2
79911,A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem .,4
79933,"Unfortunately , One Hour Photo lives down to its title .",0
79940,"Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .",1
79974,Gere gives a good performance in a film that does n't merit it .,2
79986,"Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day .",3
80003,The pacing is often way off and there are too many bona fide groaners among too few laughs .,0
80022,Reyes ' word processor .,2
80028,"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",2
80069,"In that setting , their struggle is simply too ludicrous and borderline insulting .",0
80081,"Try as you might to resist , if you 've got a place in your heart for Smokey Robinson , this movie will worm its way there .",3
80106,Robert John Burke as The Monster horns in and steals the show .,3
80117,"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",0
80145,A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,2
80164,An incoherent jumble of a film that 's rarely as entertaining as it could have been .,0
80176,"Is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief .",4
80191,Just is n't as weird as it ought to be .,1
80199,"With Spy Kids 2 : The Island of Lost Dreams , the Spy Kids franchise establishes itself as a durable part of the movie landscape : a James Bond series for kids .",3
80222,Something must have been lost in the translation .,1
80230,Degenerates into hogwash .,0
80235,It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .,0
80254,"There is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3
80294,"There 's some outrageously creative action in The Transporter ... -LRB- b -RRB- ut by the time Frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",1
80329,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,4
80356,"... a cheap , ludicrous attempt at serious horror .",0
80365,I ca n't say this enough : This movie is about an adult male dressed in pink jammies .,1
80383,"Every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .",1
80405,It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .,4
80433,"Except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .",2
80458,"If S&M seems like a strange route to true love , maybe it is , but it 's to this film 's -LRB- and its makers ' -RRB- credit that we believe that that 's exactly what these two people need to find each other -- and themselves .",3
80503,"A dark , quirky road movie that constantly defies expectation .",4
80512,Scott Baio is turning in some delightful work on indie projects .,3
80524,A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,2
80540,"Enchanted with low-life tragedy and liberally seasoned with emotional outbursts ... What is sorely missing , however , is the edge of wild , lunatic invention that we associate with Cage 's best acting .",2
80580,"Impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",1
80614,The 50-something lovebirds are too immature and unappealing to care about .,0
80626,A life-size reenactment of those Jack Chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire .,2
80652,Eyre is on his way to becoming the American Indian Spike Lee .,3
80664,Set in a 1986 Harlem that does n't look much like anywhere in New York .,1
80679,A well-crafted letdown .,1
80681,"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",3
80698,"an appalling ` Ace Ventura ' rip-off that somehow manages to bring together Kevin Pollak , former wrestler Chyna and Dolly Parton .",0
80727,I simply ca n't recommend it enough .,3
80733,There 's lots of cool stuff packed into ESPN 's Ultimate X.,3
80745,A negligible British comedy .,1
80748,Do n't even bother to rent this on video .,0
80755,"In addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",4
80799,"Faithful without being forceful , sad without being shrill , `` A Walk to Remember '' succeeds through sincerity .",3
80817,A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,4
80831,We want the funk - and this movie 's got it .,3
80841,The best of the Pierce Brosnan James Bond films to date .,3
80851,A decidedly mixed bag .,2
80855,"This is Sandler running on empty , repeating what he 's already done way too often .",1
80870,I like my Christmas movies with more elves and snow and less pimps and ho 's .,0
80889,Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0
80911,"... Blade II is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",0
80947,A spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,3
80967,"Everything 's serious , poetic , earnest and -- sadly -- dull .",1
80979,"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",1
81000,It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,1
81035,A portrait of hell so shattering it 's impossible to shake .,3
81046,The modern remake of Dumas 's story is long on narrative and -LRB- too -RRB- short on action .,1
81064,"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",2
81099,"Plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",3
81135,The level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with Washington the actor .,3
81160,Duvall is strong as always .,4
81165,But his showboating wise-cracker stock persona sure is getting old .,2
81177,"The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .",1
81192,A true pleasure .,3
81195,"With nary a glimmer of self-knowledge , -LRB- Crane -RRB- becomes more specimen than character -- and Auto Focus remains a chilly , clinical lab report .",1
81222,Qualities that were once amusing are becoming irritating .,1
81230,Moore provides an invaluable service by sparking debate and encouraging thought .,4
81243,Exciting and well-paced .,4
81246,"Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation .",3
81271,"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",0
81294,"captures that perverse element of the Kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other . ''",3
81320,"It 's not only dull because we 've seen -LRB- Eddie -RRB- Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",1
